0.6155377908221533,-0.3811471849215913
0.5708448975323535,-0.4317183312491153
0.5269622508945631,-0.4832017853900652
0.4838745723386113,-0.5355649384238141
0.4415665832943443,-0.5887751814297353
0.40002300519159206,-0.6427999054872053
0.3592285594601883,-0.6976065016755939
0.3191679675299719,-0.7531623610742848
0.2798259508307748,-0.8094348747626405
0.24118723079243853,-0.8663914338200414
0.20323652884479326,-0.923999429325864
0.16595856641767526,-0.982226252359478
0.1293380649409217,-1.0410392940002602
0.09335974584436801,-1.10040594532758
0.058008330557845156,-1.1602935974208215
0.023268540511196534,-1.220669641359347
-0.010874902865745995,-1.2815014682225438
-0.04443727814315057,-1.3427564690897746
-0.07743386389117468,-1.4044020350404196
-0.10987993867999002,-1.466405557153852
-0.14179078107975318,-1.5287344265094518
-0.17318166966063586,-1.5913560341865818
-0.20406788299280088,-1.6542377712646221
-0.23446469964640837,-1.717347028822946
-0.2643873981916274,-1.7806511979409336
-0.2938512571986207,-1.844117669697951
-0.32287155523755384,-1.9077138351733787
-0.3514635708785896,-1.9714070854465824
-0.3796425826918943,-2.035164811596946
-0.4074238692476291,-2.0989544047038393
-0.4348227091159629,-2.162743255846639
-0.46185438086705677,-2.2264987561047143
-0.4885341630710762,-2.290188296557444
-0.5148773342981876,-2.353779268284203
-0.5408991731185511,-2.417239062364363
-0.5666149581023356,-2.4805350698772983
-0.5920399678197041,-2.5436346819023825
-0.6171894808408203,-2.606505289518992
-0.6420787914636614,-2.66911444045434
-0.6667246305351178,-2.7314439903569774
-0.691146297708813,-2.7935013800010537
-0.7153633590851687,-2.855296703951261
-0.7393953807646074,-2.916840056772303
-0.7632619288475553,-2.978141533028868
-0.7869825694344348,-3.039211227285655
-0.8105768686256702,-3.1000592341073574
-0.8340643925216868,-3.1606956480586756
-0.8574647072229071,-3.2211305637042944
-0.8807973788297545,-3.2813740756089196
-0.9040819734426533,-3.341436278337248
-0.927338057162026,-3.4013272664539684
-0.9505851960883032,-3.4610571345237755
-0.9738429563218993,-3.52063597711137
-0.9971309039632441,-3.580073888781447
-1.0204686051127618,-3.639380964098697
-1.0438756258708741,-3.698567297627818
-1.0673715323380044,-3.757642983933513
-1.090975890614577,-3.816618117580468
